Date,Open,High,Low,Close,Volume
07/01/2020,365.12,367.36,363.91,364.11,27690454
07/02/2020,367.85,370.47,363.64,364.11,28511095
07/06/2020,370,375.78,369.87,373.85,29736108
07/07/2020,375.41,378.62,372.23,372.69,28106823
07/08/2020,376.72,381.5,376.36,381.37,29274467
07/09/2020,385.05,393.91,378.69,382.73,31418473
07/10/2020,381.34,383.92,378.8207,383.68,22564430
07/13/2020,389.06,399.82,381.03,381.91,47913185
07/14/2020,379.36,389.02,375.51,388.23,42751858
07/15/2020,395.96,396.99,385.96,390.9,38299588
07/16/2020,386.25,389.62,383.62,386.09,27645834
07/17/2020,387.95,388.59,383.36,385.31,23046755
07/20/2020,385.665,394,384.25,393.43,22579507
07/21/2020,396.69,397,386.97,388,25911509
07/22/2020,386.77,391.9,386.41,389.09,22251758
07/23/2020,387.9935,388.31,368.039,371.38,49253295
07/24/2020,363.95,371.88,356.58,370.46,46561069
07/27/2020,374.84,379.62,373.92,379.24,30313973
07/28/2020,377.47,378.1986,372.99,373.01,26107303
07/29/2020,374.98,380.92,374.85,380.16,22582339
07/30/2020,376.75,385.19,375.07,384.76,39534805
07/31/2020,411.535,425.66,403.3,425.04,94392823
08/03/2020,432.8,446.5457,431.57,435.75,77041719
08/04/2020,436.53,443.16,433.55,438.66,43405302
08/05/2020,437.51,441.57,435.59,440.25,30498519
08/06/2020,441.62,457.65,439.19,455.61,50640496
08/07/2020,452.82,454.7,441.17,444.45,49511645
08/10/2020,450.325,455.1,440,450.91,53100951
08/11/2020,447.875,449.93,436.4267,437.5,46976130
08/12/2020,441.99,453.1,441.19,452.04,41486486
08/13/2020,457.72,464.17,455.71,460.04,52521771
08/14/2020,459.315,460,452.18,459.63,41393025
08/17/2020,464.25,464.35,455.8501,458.43,29891032
08/18/2020,457.41,464,456.03,462.25,26420400
08/19/2020,463.933,468.65,462.44,462.83,36391173
08/20/2020,463,473.568,462.9335,473.1,31740381
08/21/2020,477.05,499.472,477,497.48,84526477
08/24/2020,514.79,515.14,495.745,503.43,86492416
08/25/2020,498.79,500.7172,492.21,499.3,52874755
08/26/2020,504.7165,507.97,500.33,506.09,40753116
08/27/2020,508.57,509.94,495.33,500.04,38888321
08/28/2020,504.05,505.77,498.31,499.23,46908342
08/31/2020,127.58,131,126,129.04,225795875
09/01/2020,132.76,134.8,130.53,134.18,152880540
09/02/2020,137.59,137.98,127,131.4,200393336
09/03/2020,126.91,128.84,120.5,120.88,257604126
09/04/2020,120.1,123.7,110.89,120.96,332632509
09/08/2020,114.16,118.99,112.68,112.82,231598461
09/09/2020,117.26,119.14,115.26,117.32,176969416
09/10/2020,120.36,120.5,112.5,113.42,182314907
09/11/2020,114.57,115.23,110,112,180861505
09/14/2020,114.72,115.93,112.8,115.355,140153151
09/15/2020,118.33,118.829,113.61,115.54,184699355
09/16/2020,115.23,116,112.04,112.17,155049019
09/17/2020,109.72,112.2,108.71,110.34,177718533
09/18/2020,110.4,110.88,106.09,106.84,287167821
09/21/2020,104.54,110.19,103.1,110.08,195769327
09/22/2020,112.68,112.86,109.16,111.81,183094843
09/23/2020,111.62,112.11,106.77,107.12,150719279
09/24/2020,105.17,110.25,105,108.22,167744104
09/25/2020,108.44,112.44,107.67,112.29,149982394
09/28/2020,115.01,115.32,112.78,114.96,137674148
09/29/2020,114.55,115.31,113.57,114.09,100066778
09/30/2020,113.79,117.26,113.62,115.81,142675472
10/01/2020,117.64,117.72,115.83,116.85,116120542
10/02/2020,112.89,115.37,112.22,113.02,144715025
10/05/2020,113.91,116.65,113.55,116.5,106244204
10/06/2020,115.7,116.12,112.25,113.16,161504084
10/07/2020,114.62,115.55,114.13,115.08,96850095
10/08/2020,116.28,116.4,114.5901,114.97,83477153
10/09/2020,115.28,117,114.92,116.97,100506954
10/12/2020,120.06,125.18,119.2845,124.42,240229938
10/13/2020,125.27,125.39,119.65,121.1,262361932
10/14/2020,121,123.03,119.62,121.19,151063843
10/15/2020,118.72,121.2,118.15,120.71,112618950
10/16/2020,121.28,121.548,118.81,119.02,115394561
10/19/2020,119.96,120.419,115.66,115.98,120639923
10/20/2020,116.2,118.98,115.63,117.51,124424761
10/21/2020,116.67,118.705,116.45,116.87,89946704
10/22/2020,117.45,118.04,114.59,115.75,101989340
10/23/2020,116.39,116.55,114.28,115.04,82773318
10/26/2020,114.01,116.55,112.88,115.05,111850917
10/27/2020,115.49,117.28,114.5399,116.6,92297793
10/28/2020,115.05,115.43,111.1,111.2,143938025
10/29/2020,112.37,116.93,112.2,115.32,146154895
10/30/2020,111.06,111.99,107.72,108.86,190573752
11/02/2020,109.11,110.68,107.32,108.77,122870868
11/03/2020,109.65,111.49,108.73,110.44,107629366
11/04/2020,114.14,115.59,112.35,114.95,138241382
11/05/2020,117.95,119.62,116.8686,119.03,126387181
11/06/2020,118.32,119.2,116.13,118.69,114463445
11/09/2020,120.5,121.99,116.05,116.32,154515365
11/10/2020,115.55,117.59,114.13,116,135890024
11/11/2020,117.19,119.63,116.44,119.49,112296490
11/12/2020,119.62,120.53,118.57,119.21,103461310
11/13/2020,119.44,119.6717,117.87,119.26,81688662
11/16/2020,118.91,120.99,118.146,120.3,91200737
11/17/2020,119.55,120.6741,118.96,119.39,74348667
11/18/2020,118.61,119.82,118,118.03,76121859
11/19/2020,117.59,119.06,116.81,118.64,74190872
11/20/2020,118.65,118.77,117.29,117.34,75214531
11/23/2020,117.18,117.6202,113.75,113.85,127966657
11/24/2020,113.91,115.85,112.59,115.17,113874911
11/25/2020,115.55,116.75,115.17,116.03,76499284
11/27/2020,116.57,117.49,116.22,116.59,46691333
11/30/2020,116.97,120.97,116.81,119.05,169410731
12/01/2020,121.01,123.4693,120.01,122.72,128174956
12/02/2020,122.02,123.37,120.89,123.08,89011561
12/03/2020,123.52,123.78,122.21,122.94,78967851
12/04/2020,122.6,122.8608,121.52,122.25,78265161
12/07/2020,122.31,124.57,122.25,123.75,86712321
12/08/2020,124.37,124.98,123.09,124.38,82226271
12/09/2020,124.53,125.95,121,121.68,115090293
12/10/2020,120.5,123.87,120.15,123.24,81314050
12/11/2020,122.43,122.76,120.55,122.41,86941761
12/14/2020,122.6,123.35,121.54,121.78,79876358
12/15/2020,124.34,127.9,124.13,127.88,157665803
12/16/2020,127.41,128.37,126.56,127.81,98228690
12/17/2020,128.9,129.58,128.045,128.7,94364178
12/18/2020,128.96,129.1,126.12,126.655,192555445
12/21/2020,125.02,128.31,123.449,128.23,121252229
12/22/2020,131.61,134.405,129.65,131.88,169787086
12/23/2020,132.16,132.43,130.78,130.96,88239337
12/24/2020,131.32,133.46,131.1,131.97,54930664
12/28/2020,133.99,137.34,133.51,136.69,124490748
12/29/2020,138.04,138.789,134.3409,134.87,121048953
12/30/2020,135.58,135.99,133.4,133.72,95552641
12/31/2020,134.08,134.74,131.72,132.69,99117070
